customer_id,name,email,total_orders,total_spent,last_purchase_date,preferred_channel,loyalty_tier,engagement_score
1115,"Kelly Conway",codymiller@example.net,1,13.69,2024-08-31,phone,Inactive,7.42
1116,"Michelle Bailey",xjackson@example.com,0,0.00,,phone,Prospect,4.23
1117,"Julia Howe",allison39@example.com,6,480.85,2026-04-01,whatsapp,Gold,47.36
1118,"Glenn Hamilton",jessicalittle@example.org,1,27.42,2025-04-29,email,Inactive,9.37
1119,"Sean Anthony",clayandrew@example.net,4,225.52,2026-03-26,whatsapp,Silver,44.87
1120,"Sandra Edwards",orichards@example.com,0,0.00,,phone,Prospect,2.4
1121,"Sara Flores",webstersteven@example.net,0,0.00,,whatsapp,Prospect,9.67
1122,"Sharon Bailey",melissarollins@example.com,2,73.76,2026-06-06,whatsapp,Silver,42.2
1123,"Daniel Jones",mark24@example.org,5,276.54,2026-06-08,push,Silver,44.66
1124,"Felicia Morris",john90@example.net,0,0.00,,sms,Prospect,10.67
1125,"James Shelton",kristy11@example.com,3,73.63,2026-03-27,whatsapp,Silver,40.5
1126,"Joseph Gray",vortiz@example.org,1,42.36,2026-01-19,push,Bronze,25.73
1127,"Justin Smith",brad51@example.org,0,0.00,,sms,Prospect,4.92
1128,"Emily Lewis",wwilson@example.net,0,0.00,,phone,Prospect,1.5
1129,"Jennifer Neal",johnstonbarbara@example.org,13,2201.93,2026-06-03,push,Platinum,72.55
1130,"Jesse Singleton",mariahwang@example.net,1,14.08,2024-06-29,sms,Inactive,14.65
1131,"Leslie Wolf",kimberly03@example.com,0,0.00,,push,Prospect,6.12
1132,"David Hall",richardjuarez@example.com,1,41.17,2025-06-23,whatsapp,Bronze,18.55
1133,"Dr. Barry Boone",randybailey@example.org,5,395.35,2026-04-02,sms,Silver,39.65
1134,"Ryan Nelson",smithjasmine@example.com,0,0.00,,sms,Prospect,6.94
1135,"Mason Brown",erikwatson@example.org,0,0.00,,push,Prospect,9.55
1136,"Jacqueline Braun",michelle96@example.org,17,2023.74,2026-06-11,push,Platinum,77.61
1137,"Cindy Wells",kevinfox@example.org,1,31.52,2025-10-24,whatsapp,Bronze,22.14
1138,"Laura Gonzalez",abarry@example.net,4,285.98,2026-05-14,whatsapp,Silver,41.89
1139,"Mr. Joel Gilbert",simpsonderrick@example.net,1,12.75,2024-04-27,email,Inactive,11.68
1140,"Charlene Johnson",pwilkerson@example.com,1,42.04,2025-02-04,push,Inactive,11.63
1141,"Peter Carter",kirk60@example.org,2,195.88,2026-06-09,whatsapp,Silver,37.77
1142,"Patrick Griffin",karina20@example.net,2,217.76,2025-12-06,email,Silver,18.83
1143,"Alexander Arellano",pearsoncarrie@example.com,1,59.92,2025-12-21,whatsapp,Bronze,23.63
1144,"Joshua Nielsen",rodriguezelizabeth@example.com,16,2099.44,2026-05-14,whatsapp,Platinum,71.35
1145,"Daniel Gray",gmoody@example.net,5,329.47,2026-05-30,email,Silver,48.55
1146,"Manuel Bradley",daviladaniel@example.org,0,0.00,,email,Prospect,2.42
1147,"Molly Rice",kimbradley@example.com,3,163.05,2026-05-06,push,Silver,38.03
1148,"Denise Lopez",davidandrews@example.net,16,2630.15,2026-06-08,whatsapp,Platinum,81.05
1149,"Ricky Manning",brownandrew@example.net,2,237.82,2026-05-30,email,Silver,38.02
1150,"April Meyer",lchavez@example.org,2,265.83,2026-05-15,whatsapp,Silver,38.1
1151,"Michael Landry",dharris@example.net,0,0.00,,push,Prospect,5.98
1152,"Allison Carlson",ycooke@example.org,3,165.14,2025-09-30,email,Silver,21.61
1153,"Nathan Sanchez",gabrielle36@example.org,2,131.83,2025-11-28,email,Silver,20.19
1154,"Mary Jones",teresalopez@example.com,2,92.82,2025-02-18,whatsapp,Inactive,15.22
1155,"Mike Davis",brandi46@example.com,2,133.60,2026-03-24,email,Silver,29.62
1156,"Mr. Steven Taylor",xcarlson@example.com,1,62.31,2026-05-03,push,Bronze,32.69
1157,"Manuel Riddle",wendy00@example.com,2,116.35,2025-09-10,push,Silver,22.3
1158,"Amy Guzman",anne46@example.org,0,0.00,,email,Prospect,4.95
1159,"Susan Gonzalez",fmiller@example.net,0,0.00,,email,Prospect,7.55
1160,"Robert Vance",bmoss@example.com,0,0.00,,whatsapp,Prospect,7.74
1161,"Mario Harris",joel57@example.net,2,90.13,2026-02-10,whatsapp,Silver,26.28
1162,"James Hatfield",katherine27@example.net,2,128.95,2026-05-20,push,Silver,36.05
1163,"Daniel Smith",thomas12@example.net,0,0.00,,sms,Prospect,6.56
1164,"Chris Rogers",jessica68@example.org,0,0.00,,email,Prospect,7.92
1165,"Joshua Miller",garciajennifer@example.com,0,0.00,,push,Prospect,6.68
1166,"Wendy Sullivan",ricejoshua@example.com,20,3388.01,2026-06-13,push,Platinum,83.47
1167,"Trevor Coleman",wilsonrichard@example.com,1,21.88,2025-03-09,push,Inactive,16.16
1168,"Thomas Williams",danielgriffin@example.net,0,0.00,,email,Prospect,6.89
1169,"Amber Curry",lawrencesteven@example.net,1,61.64,2025-06-14,push,Bronze,23.69
1170,"George Martin",fullerchase@example.com,1,53.57,2025-10-15,push,Bronze,19.78
1171,"Brian Perry",dgeorge@example.net,2,112.65,2026-03-01,push,Silver,29.33
1172,"Sherry Castro",nicholstodd@example.org,3,155.25,2026-03-05,push,Silver,29.79
1173,"Randy Lewis",jacksonjonathan@example.com,0,0.00,,sms,Prospect,7.53
1174,"Herbert Kim",zsmith@example.com,1,27.63,2025-05-17,email,Inactive,15.35
1175,"Anthony Everett",smithsarah@example.org,0,0.00,,sms,Prospect,7.4
1176,"Kyle Pacheco",andrewturner@example.org,0,0.00,,email,Prospect,7.27
1177,"Crystal Parrish",zwolfe@example.net,5,395.64,2026-06-02,email,Silver,42.27
1178,"Kevin Coleman",kayla27@example.net,0,0.00,,email,Prospect,2.73
1179,"Jacqueline Hart",grivera@example.org,1,44.01,2025-01-19,push,Inactive,15.32
1180,"Julie Johnson",ryan54@example.com,2,167.88,2025-01-04,email,Inactive,11.45
1181,"Whitney Goodwin",wtrujillo@example.net,1,41.69,2025-11-29,push,Bronze,18.39
1182,"Christopher Green",janice26@example.org,1,18.95,2024-06-18,whatsapp,Inactive,17.61
1183,"John Jones",griffinpatricia@example.net,3,82.16,2025-06-16,email,Silver,18.82
1184,"Rebecca Holmes",alawson@example.net,0,0.00,,email,Prospect,7.01
1185,"Joanna Lynn",beckyharmon@example.com,3,280.22,2026-04-23,email,Silver,33.35
1186,"David Harrington",samueljones@example.net,2,137.75,2026-03-29,email,Silver,30.8
1187,"Sandra Curtis",wgarcia@example.org,4,253.35,2025-07-17,email,Silver,21.96
1188,"Amanda Thompson",joseph86@example.net,0,0.00,,sms,Prospect,11.37
1189,"Jennifer Simpson",davistiffany@example.com,0,0.00,,phone,Prospect,2.59
1190,"Michael Pugh",cbradshaw@example.org,0,0.00,,whatsapp,Prospect,9.33
1191,"Sydney Smith MD",annapatton@example.com,0,0.00,,push,Prospect,8.77
1192,"Wendy Snyder",joannawalker@example.com,0,0.00,,email,Prospect,7.37
1193,"Matthew Holloway",martinezrussell@example.com,3,138.81,2026-05-12,whatsapp,Silver,37.87
1194,"Jason Simpson",wagneramy@example.com,0,0.00,,email,Prospect,7.37
1195,"David Johnson",strongkimberly@example.com,16,1711.06,2026-06-10,push,Platinum,74.08
1196,"Susan Trujillo",johnjones@example.org,4,210.47,2026-04-16,sms,Silver,36.77
1197,"Danielle Ellison",karisanchez@example.org,15,1922.44,2026-05-19,push,Platinum,77.19
1198,"Shawn Brown",mariekramer@example.com,0,0.00,,sms,Prospect,10.77
1199,"Ana Smith",castillokyle@example.com,0,0.00,,push,Prospect,5.68
1200,"Jacqueline Sharp",randalljones@example.org,1,22.32,2025-01-07,email,Inactive,12.81
1201,"Robert Perez",jacquelinezamora@example.com,6,377.92,2026-05-25,push,Gold,47.89
1202,"Evelyn Smith",janetbrown@example.net,2,100.93,2026-04-27,email,Silver,32.05
1203,"Julie Dickson",dlowery@example.net,1,25.73,2024-03-22,push,Inactive,16.24
1204,"Mr. David Cardenas",heather42@example.org,0,0.00,,whatsapp,Prospect,7.24
1205,"William Jordan",suzannegilmore@example.org,1,74.38,2025-04-02,push,Inactive,13.35
1206,"John Daniels",howardchristina@example.org,0,0.00,,push,Prospect,11.76
1207,"Jordan Sanders",ytaylor@example.org,0,0.00,,whatsapp,Prospect,8.21
1208,"Daniel Deleon",dominiquemaxwell@example.com,0,0.00,,email,Prospect,7.15
1209,"Jason Chapman",tjackson@example.com,7,508.81,2026-05-30,whatsapp,Gold,52.85
1210,"Melissa Williams",jacobsdiana@example.com,2,60.32,2025-09-07,whatsapp,Silver,20.07
1211,"David Hines",christinawilliams@example.org,0,0.00,,push,Prospect,10.16
1212,"Charles Tucker",nealrobert@example.org,2,42.09,2026-02-14,phone,Silver,22.16
1213,"Hector Smith",tcampbell@example.net,1,72.82,2026-04-23,push,Bronze,29.33
1214,"Micheal Hanna",smithsharon@example.net,0,0.00,,whatsapp,Prospect,9.55
1215,"Christine King",thomas60@example.com,2,140.33,2026-03-18,email,Silver,28.12
1216,"Carrie Terry",hufftroy@example.net,3,339.58,2026-05-31,sms,Silver,40.44
1217,"Kathryn Price",jefferyreed@example.com,2,116.45,2026-06-13,email,Silver,33.72
1218,"Michael Brown",haley23@example.net,2,86.53,2026-05-01,email,Silver,32.63
1219,"Lindsey Conley",myersjoshua@example.com,4,245.23,2026-04-22,email,Silver,33.98
1220,"Michael Williams",perkinsjeffrey@example.net,3,231.59,2026-05-17,email,Silver,41.58
1221,"Mrs. Jennifer Kemp",danielsshannon@example.net,3,126.66,2026-01-28,push,Silver,35.13
1222,"Ashley Waters",shawnmiddleton@example.org,2,109.78,2025-12-20,sms,Silver,28.53
1223,"Danielle Johnson",janicewallace@example.com,1,57.17,2026-02-25,push,Bronze,26.25
1224,"Jared Haynes",qnewman@example.org,1,26.32,2025-08-10,whatsapp,Bronze,16.83
1225,"Erin Shaw",wiseshannon@example.net,0,0.00,,email,Prospect,6.66
1226,"Alex Lambert",harmonleslie@example.net,2,59.51,2026-05-23,phone,Silver,37.73
1227,"James Martin",lmyers@example.org,14,1716.31,2026-06-14,whatsapp,Platinum,75.23
1228,"Cynthia Davis",xpark@example.org,4,169.98,2026-06-01,whatsapp,Silver,49.23
1229,"William Guzman",craigjohn@example.com,0,0.00,,sms,Prospect,10.54
1230,"Isabel Davies",jensenlori@example.com,1,45.19,2025-04-15,whatsapp,Inactive,11.73
1231,"Daniel Wilson",hughesnicholas@example.net,4,287.16,2026-05-07,email,Silver,36.9
1232,"Jason Evans MD",wilsonbrian@example.net,1,12.37,2025-08-03,email,Bronze,15.38
1233,"Matthew Townsend",allisonburke@example.com,2,88.05,2026-05-09,push,Silver,34.38
1234,"Melissa Ball",jonesamber@example.com,1,85.17,2025-09-26,email,Bronze,13.04
1235,"Jennifer Chambers DVM",wbrown@example.org,3,188.02,2026-03-19,push,Silver,37.65
1236,"Brenda Martin",fitzgeraldkenneth@example.net,0,0.00,,whatsapp,Prospect,8.03
1237,"Mariah Cole",ashley60@example.org,0,0.00,,sms,Prospect,9.55
1238,"Robert Clarke",wscott@example.org,2,139.41,2025-12-17,phone,Silver,25.86
1239,"Dr. David Johnson MD",sheila66@example.org,2,116.54,2025-02-23,push,Inactive,16.6
1240,"Jasmine Martin",kaitlynbean@example.org,0,0.00,,whatsapp,Prospect,6.42
1241,"Brittany Melendez",lbishop@example.net,1,36.69,2025-10-27,email,Bronze,17.65
1242,"Dawn Thompson",sabrina60@example.com,3,93.81,2026-02-25,email,Silver,29.19
1243,"Veronica Hale",smithcarl@example.com,0,0.00,,push,Prospect,10.07
1244,"Andrew Salazar",omorris@example.net,0,0.00,,phone,Prospect,1.23
1245,"Terri Garcia",anthonyrandolph@example.com,0,0.00,,phone,Prospect,5.22
1246,"Jerry Ortiz",phopkins@example.net,0,0.00,,email,Prospect,3.19
1247,"Angel Lee",travis12@example.com,3,183.91,2026-05-25,push,Silver,40.55
1248,"Andrew Neal",roberttodd@example.net,2,190.01,2026-04-10,sms,Silver,30.73
1249,"Jerry Pierce",lisachristian@example.com,1,39.17,2025-11-08,whatsapp,Bronze,19.43
1250,"Jennifer Jones",leblancnicole@example.net,4,266.05,2026-01-07,whatsapp,Silver,33.91
1251,"Justin Gomez",patrick40@example.net,1,39.34,2025-06-19,email,Bronze,17.65
1252,"Roberto Smith",john16@example.org,0,0.00,,phone,Prospect,5.75
1253,"James Martin",brockandrew@example.org,1,173.89,2025-03-26,email,Inactive,15.92
1254,"Wesley Reyes",mmorris@example.net,3,111.30,2026-06-08,push,Silver,41.82
1255,"Sara Freeman",melissa88@example.org,0,0.00,,whatsapp,Prospect,9.01
1256,"Jamie Davis",gonzalezmelissa@example.org,15,2297.79,2026-06-12,sms,Platinum,73.04
1257,"Jordan Sutton",rodriguezdiana@example.org,3,177.53,2026-04-10,email,Silver,33.67
1258,"Michael Alvarez",dwayneedwards@example.net,1,35.81,2024-10-21,email,Inactive,11.62
1259,"Denise Walter",carsonashley@example.net,13,1848.65,2026-06-13,email,Platinum,70.59
1260,"Abigail Meadows",andersontodd@example.net,0,0.00,,push,Prospect,7.77
1261,"Laurie Smith",hollandroy@example.org,4,299.31,2026-06-08,whatsapp,Silver,48.5
1262,"Natalie Fowler",brendavargas@example.org,6,474.10,2026-05-02,push,Gold,43.64
1263,"Laura Holloway",xhorton@example.org,1,73.80,2025-03-20,whatsapp,Inactive,12.93
1264,"Mr. Dustin Murphy",bradleymitchell@example.net,1,76.77,2026-05-17,sms,Bronze,35.74
1265,"Michael Hernandez",raymond62@example.org,3,193.22,2026-03-09,email,Silver,29.26
1266,"James Young",djensen@example.com,16,2159.25,2026-06-14,whatsapp,Platinum,75.76
1267,"Holly Jones",jamesmarsh@example.org,17,2487.43,2026-06-13,whatsapp,Platinum,79.88
1268,"Cassidy Turner",reedscott@example.org,12,1435.72,2026-06-13,email,Platinum,70.58
1269,"Nathan Martinez",jason57@example.net,0,0.00,,whatsapp,Prospect,9.15
1270,"Mark Hansen",jamesmorris@example.net,16,2212.24,2026-06-11,push,Platinum,77.75
1271,"Katherine Robinson",elliottfrank@example.net,2,117.28,2026-03-08,whatsapp,Silver,27.81
1272,"Carla Foster",mistydorsey@example.com,1,57.74,2025-01-19,email,Inactive,11.28
1273,"Brandon Barker",brandonallen@example.org,4,257.76,2026-03-28,sms,Silver,42.95
1274,"Kelly Preston",suzannesimpson@example.org,2,137.52,2026-04-16,email,Silver,29.95
1275,"Benjamin Arnold",kmorris@example.net,2,44.70,2026-05-27,push,Silver,36.84
1276,"Christina Jones",robinvasquez@example.com,0,0.00,,email,Prospect,8.99
1277,"Marcus Flynn",vsalinas@example.net,0,0.00,,sms,Prospect,4.23
1278,"Richard Evans",crystalmiller@example.org,1,43.44,2023-12-27,whatsapp,Inactive,18.85
1279,"Sarah Jordan",xfisher@example.net,2,58.28,2025-07-08,push,Silver,25.45
1280,"Robert Bates",alexanderwilliams@example.net,3,61.63,2025-02-19,push,Inactive,17.68
1281,"Paul Roberson",tinahale@example.net,0,0.00,,email,Prospect,6.7
1282,"Jessica Robinson",carla32@example.com,3,107.37,2025-10-28,email,Silver,19.61
1283,"Aaron Jones",christina85@example.org,18,2673.32,2026-05-16,push,Platinum,79.62
1284,"Susan Anderson",gbrown@example.net,1,35.91,2025-07-22,whatsapp,Bronze,23.27
1285,"Elizabeth Adkins",heidiscott@example.net,1,24.33,2025-01-23,push,Inactive,12.43
1286,"April Oliver",rlee@example.net,1,28.28,2024-04-07,email,Inactive,14.18
1287,"Nicholas Cohen",adrianbarnes@example.com,0,0.00,,email,Prospect,4.95
1288,"Joseph Lamb",adam06@example.net,1,21.46,2025-08-13,whatsapp,Bronze,21.96
1289,"Elizabeth Thomas",casey89@example.net,3,218.85,2026-04-03,whatsapp,Silver,35.33
1290,"Amber Dean",crossshawn@example.org,2,102.66,2025-10-25,whatsapp,Silver,23.09
1291,"Kevin Hamilton",julie34@example.net,1,37.36,2026-04-27,whatsapp,Bronze,33.11
1292,"Alexis Stewart",daniel56@example.net,2,152.65,2026-05-14,email,Silver,29.63
1293,"Katherine Travis",marshallmichael@example.com,14,2145.39,2026-05-24,whatsapp,Platinum,77.05
1294,"Charles Wiggins",tsmith@example.net,0,0.00,,email,Prospect,4.95
1295,"Brent Manning",tlee@example.org,4,354.21,2026-06-07,sms,Silver,48.62
1296,"Larry Buchanan",jamesmason@example.net,0,0.00,,email,Prospect,3.9
1297,"Jennifer Sanchez",zhorton@example.com,2,47.23,2025-03-28,email,Inactive,16.31
1298,"Jamie Bridges",sweeneyscott@example.net,1,55.87,2026-06-01,sms,Bronze,39.36
1299,"Jason Dunn",oliviamorrow@example.com,0,0.00,,sms,Prospect,6.58
1300,"Ronald Brown",hoopernicole@example.org,1,45.45,2025-11-01,push,Bronze,17.3
1301,"Christina Warren",burtonsean@example.com,0,0.00,,sms,Prospect,10.4
1302,"Katrina Franklin",troy08@example.net,4,168.40,2026-05-01,email,Silver,35.28
1303,"Cynthia Ross",susanjennings@example.com,15,2297.95,2026-06-11,whatsapp,Platinum,75.28
1304,"Brandi Stokes",yboone@example.org,0,0.00,,email,Prospect,6.08
1305,"Susan Dixon",paullawson@example.org,0,0.00,,sms,Prospect,7.51
1306,"Jessica Singh",matthewvaughn@example.org,1,42.41,2025-09-23,email,Bronze,19.63
1307,"William Medina",jennifer44@example.org,3,195.98,2026-05-02,phone,Silver,31.73
1308,"Lori Long",gonzalezamanda@example.com,2,166.24,2026-05-08,push,Silver,35.78
1309,"Laura Carter DVM",ronald44@example.com,1,49.18,2025-11-16,whatsapp,Bronze,24.57
1310,"Heather Duffy",katherinehunter@example.org,3,161.57,2026-06-05,email,Silver,39.86
1311,"Marvin Ferrell",riveramicheal@example.net,14,2386.18,2026-06-13,whatsapp,Platinum,79.6
1312,"Susan Evans",brandyrobles@example.org,1,18.42,2024-12-24,email,Inactive,14.96
1313,"Candice Martin",abrown@example.com,0,0.00,,sms,Prospect,9.16
1314,"Carl Patrick",scochran@example.org,1,79.89,2025-01-09,phone,Inactive,8.35
1315,"Dr. Patricia Johnson MD",amandaroberts@example.net,1,15.58,2024-01-21,email,Inactive,13.58
1316,"April Bright",afritz@example.com,1,92.19,2025-10-26,whatsapp,Bronze,24.87
1317,"Jennifer Howard",jessicastanton@example.net,0,0.00,,email,Prospect,4.99
1318,"Eric Foster",jensenjason@example.com,1,81.87,2025-11-07,push,Bronze,23.42
1319,"Marvin English",bradleykimberly@example.com,0,0.00,,email,Prospect,3.01
1320,"William Paul",saranovak@example.net,2,182.87,2025-12-27,push,Silver,25.32
1321,"Heather Gray",taylor33@example.org,4,157.63,2026-06-01,sms,Silver,45.28
1322,"Erica Sanchez",jason20@example.com,4,339.49,2026-03-10,sms,Silver,35.2
1323,"Amber Rice",bcurtis@example.org,3,113.24,2026-03-17,whatsapp,Silver,41.69
1324,"Jason Welch",maysjohn@example.com,2,68.05,2025-10-30,email,Silver,22.66
1325,"Jennifer Kelley",vturner@example.com,1,31.01,2025-04-03,phone,Inactive,9.73
1326,"Tyler Reynolds",powellbrian@example.org,7,349.45,2026-04-06,sms,Gold,48.91
1327,"Charles Davis",edwardsjonathan@example.net,1,18.79,2025-02-12,sms,Inactive,9.84
1328,"Alexander Woodward",elizabethwilliams@example.com,0,0.00,,whatsapp,Prospect,12.15
1329,"Christopher Quinn",michaelholmes@example.org,4,193.13,2026-03-03,sms,Silver,30.26
1330,"Jeffrey Lee",lmcguire@example.com,3,381.59,2025-04-05,email,Inactive,18.88
1331,"Patricia Cook",christygreer@example.com,4,348.50,2026-04-08,email,Silver,41.4
1332,"Jennifer Garcia",kristin80@example.net,16,2253.69,2026-06-13,whatsapp,Platinum,72.35
1333,"Spencer Ray",jared96@example.org,7,547.15,2026-04-28,sms,Gold,51.23
1334,"Danny Nelson",vtapia@example.net,3,108.02,2026-01-08,sms,Silver,31.14
1335,"Stacy Payne",plawrence@example.net,1,20.48,2026-02-25,push,Bronze,28.52
1336,"Kathryn Garcia",perrymichael@example.org,1,71.25,2025-02-25,sms,Inactive,12.82
1337,"Steven Smith",hillchristina@example.com,4,144.93,2026-04-14,email,Silver,34.89
1338,"Donald Thomas",krista76@example.org,1,41.46,2025-09-24,email,Bronze,15.27
1339,"Elizabeth Lewis",kaitlinrichards@example.net,1,108.01,2025-01-01,sms,Inactive,12.75
1340,"Stacy Walker",rhayes@example.org,1,50.48,2025-07-22,email,Bronze,18.61
1341,"William Lewis",juarezchristopher@example.org,15,2452.93,2026-06-14,email,Platinum,73.53
1342,"Susan Davis MD",cburke@example.org,0,0.00,,email,Prospect,8.4
1343,"Dr. Lance Wright",cmoon@example.net,0,0.00,,phone,Prospect,4.63
1344,"Stephanie Michael",davidsingleton@example.org,0,0.00,,email,Prospect,6.64
1345,"Rachel Garcia",harrisamy@example.org,15,1829.68,2026-06-10,phone,Platinum,69.22
1346,"Anna Anderson",tarameyer@example.net,17,2730.47,2026-06-01,phone,Platinum,74.38
1347,"David Kramer",travis46@example.org,2,109.86,2026-01-21,phone,Silver,28.49
1348,"Angela Young",darlenewilson@example.com,5,378.76,2026-06-06,whatsapp,Silver,49.96
1349,"Mackenzie Campbell",gregory74@example.org,15,1834.29,2026-06-07,push,Platinum,70.71
1350,"Glen Hayes",johnsondaniel@example.net,1,31.70,2024-10-22,sms,Inactive,14.35
1351,"Karen Alvarado",richard04@example.com,0,0.00,,whatsapp,Prospect,11.34
1352,"April Little",cobbwilliam@example.org,2,225.83,2026-02-01,email,Silver,22.49
1353,"Dave Arnold",martinezmolly@example.net,0,0.00,,phone,Prospect,4.66
1354,"Aaron Davis",michaelobrien@example.net,2,90.04,2026-03-14,phone,Silver,24.57
1355,"Kerry Anderson",tammy72@example.org,4,218.91,2026-05-31,sms,Silver,42.2
1356,"Elizabeth Howell",andersonamber@example.org,0,0.00,,push,Prospect,10.7
1357,"Christopher May",oroberts@example.org,0,0.00,,push,Prospect,7.43
1358,"Jeremy Velazquez",walkerdonna@example.net,1,67.13,2026-03-16,whatsapp,Bronze,30.35
1359,"Cody Jacobson",brittany40@example.net,1,37.78,2025-12-22,email,Bronze,23.28
1360,"Joe Hall",djones@example.com,2,65.26,2026-06-10,push,Silver,37.88
1361,"Cheyenne Sharp",taylorjeffrey@example.org,2,121.54,2026-06-03,sms,Silver,34.93
1362,"Joe Hood",daniellesweeney@example.com,2,95.67,2026-05-21,email,Silver,33.83
1363,"Beth Rodriguez",william04@example.org,6,518.17,2026-05-18,push,Gold,51.9
1364,"Christopher Chavez",yhart@example.org,2,128.46,2025-12-24,push,Silver,29.26
1365,"Courtney Ramirez",morrisamanda@example.org,0,0.00,,email,Prospect,4.09
1366,"Bonnie Turner",kphillips@example.net,1,27.68,2025-03-03,email,Inactive,11.86
1367,"Mr. David Moore",valerieweiss@example.org,1,101.75,2025-11-29,whatsapp,Bronze,24.73
1368,"Darius Munoz",raydawn@example.org,1,25.85,2026-03-23,phone,Bronze,26.82
1369,"Megan Graves",vthomas@example.com,9,688.20,2026-05-14,push,Gold,57.4
1370,"Claudia Paul",mitchellkimberly@example.net,0,0.00,,sms,Prospect,7.51
1371,"Elizabeth Sherman",mary70@example.net,0,0.00,,email,Prospect,9.08
1372,"Richard Moore",gregory76@example.org,0,0.00,,push,Prospect,9.59
1373,"Jennifer Jones",underwooddeborah@example.com,3,126.36,2026-04-11,email,Silver,32.93
1374,"Michael Martinez",pharris@example.org,1,22.83,2025-01-10,whatsapp,Inactive,13.93
1375,"Amanda Mcmillan",mitchelledwin@example.com,0,0.00,,email,Prospect,6.65
1376,"Sarah James",jordancooper@example.net,0,0.00,,push,Prospect,5.14
1377,"Anna Maxwell",ashley53@example.net,1,42.74,2025-06-01,push,Inactive,10.86
1378,"Robert Wright",victoriastewart@example.com,0,0.00,,whatsapp,Prospect,10.94
1379,"Ronald Smith",joshuapham@example.com,0,0.00,,email,Prospect,2.07
1380,"Michelle White",wcannon@example.com,0,0.00,,email,Prospect,7.06
1381,"Aaron Hernandez",barbaraturner@example.net,1,80.13,2025-03-17,email,Inactive,15.02
1382,"Jimmy Harris",darren84@example.net,1,81.46,2025-04-30,push,Inactive,17.15
1383,"Jill Foster",caleb67@example.com,0,0.00,,phone,Prospect,5.77
1384,"Willie Lewis",paulking@example.net,0,0.00,,push,Prospect,6.38
1385,"Sherri Greene",danielle49@example.com,4,293.09,2026-04-29,whatsapp,Silver,38.37
1386,"Roger Costa",kathryn19@example.org,0,0.00,,whatsapp,Prospect,11.1
1387,"John Cobb",jonesrachel@example.com,5,259.74,2026-05-23,whatsapp,Silver,45.18
1388,"Michael Bass",calebsullivan@example.net,0,0.00,,push,Prospect,11.9
1389,"Daniel Collins",alexandrapena@example.com,10,1259.39,2026-05-30,push,Gold,66.53
1390,"Brandon Ho",crandall@example.net,5,418.77,2026-06-13,email,Silver,46.31
1391,"Jessica Lindsey",xdavis@example.net,3,80.45,2025-06-27,phone,Silver,23.99
1392,"Gary Werner",ukane@example.com,1,26.67,2025-04-14,push,Inactive,14.82
1393,"Kevin Henderson",nicholasscott@example.net,17,2261.56,2026-06-10,email,Platinum,70.28
1394,"Paula Olson",jross@example.org,1,28.85,2025-09-20,sms,Bronze,17.8
1395,"Kaylee Harris",briggskimberly@example.org,0,0.00,,email,Prospect,5.69
1396,"Tracy Smith",david85@example.com,1,18.68,2024-09-18,sms,Inactive,16.26
1397,"Nicole Campos",stephanieleon@example.com,0,0.00,,sms,Prospect,9.34
1398,"Ronald Moran",smithrebecca@example.org,5,546.46,2026-05-24,whatsapp,Silver,47.58
1399,"Jacob Bishop",byrdbrandi@example.com,2,68.49,2025-07-07,push,Silver,18.38
1400,"Roger Campbell",allen95@example.org,2,124.68,2026-01-19,phone,Silver,24.61
1401,"Melissa Mendoza",john90@example.com,1,24.75,2025-04-19,email,Inactive,8.85
1402,"Andre Johnson",williamsrandy@example.org,1,36.16,2025-01-04,email,Inactive,11.17
1403,"Diane Powell",michaelkline@example.net,16,2484.71,2026-06-12,email,Platinum,76.95
1404,"Robert Russell",mcdowellchristopher@example.com,3,268.68,2026-06-14,whatsapp,Silver,40.92
1405,"Charles Payne",williamsaustin@example.net,0,0.00,,sms,Prospect,5.06
1406,"Maria Swanson",moralesdenise@example.net,6,236.97,2025-09-25,email,Gold,30.35
1407,"Andrea Ramos",lawrencealicia@example.net,2,97.99,2025-11-27,whatsapp,Silver,22.9
1408,"Lisa Hall",amy92@example.net,0,0.00,,sms,Prospect,6.28
1409,"Patricia Long",jasmin76@example.com,0,0.00,,email,Prospect,7.49
1410,"Shelby Pruitt",qshannon@example.com,2,87.54,2026-03-02,push,Silver,24.61
1411,"Hannah Kelley",charlesclayton@example.org,1,85.22,2026-04-04,sms,Bronze,33.29
1412,"Michael Obrien",grantvanessa@example.net,2,52.64,2026-01-16,phone,Silver,22.26
1413,"Mary Howard",robertyoung@example.net,0,0.00,,sms,Prospect,10.65
1414,"Melissa Lee",swallace@example.net,5,298.12,2026-04-23,whatsapp,Silver,47.34
1415,"Michelle Ponce",jacobrangel@example.net,5,342.58,2026-06-08,sms,Silver,44.33
1416,"Erica Morrison",matthew77@example.com,1,37.10,2025-09-03,whatsapp,Bronze,18.9
1417,"Juan Lopez",xrodriguez@example.com,1,73.50,2025-01-07,whatsapp,Inactive,19.23
1418,"Shelley Ward",skinnerkyle@example.com,0,0.00,,phone,Prospect,7.38
1419,"Brenda Gonzalez",danielle03@example.net,2,134.85,2025-08-08,email,Silver,17.97
1420,"Lindsay Hernandez",ashleycosta@example.com,4,188.24,2026-05-23,email,Silver,41.41
1421,"Alicia Taylor",oliviasmith@example.com,0,0.00,,phone,Prospect,5.4
